Date,aeroplanes_factory,barrels_factory,automobiles_factory,radio_factory,telephones_factory,electric_gear_factory,machine_parts_factory,oil_factory,fuel_factory,steamer_convoy_factory,luxury_clothes_factory,luxury_furniture_factory,steel_factory,artillery_factory,clipper_convoy_factory,small_arms_factory,furniture_factory,paper_factory,regular_clothes_factory,explosives_factory,ammunition_factory,canned_food_factory,dye_factory,liquor_factory,wine_factory,lumber_factory,fabric_factory,cement_factory,glass_factory,fertilizer_factory,aeroplanes_artisan,barrels_artisan,automobiles_artisan,radio_artisan,telephones_artisan,electric_gear_artisan,machine_parts_artisan,fuel_artisan,steamer_convoy_artisan,luxury_clothes_artisan,luxury_furniture_artisan,steel_artisan,artillery_artisan,clipper_convoy_artisan,small_arms_artisan,furniture_artisan,paper_artisan,regular_clothes_artisan,explosives_artisan,ammunition_artisan,canned_food_artisan,liquor_artisan,wine_artisan,lumber_artisan,fabric_artisan,cement_artisan,glass_artisan,fertilizer_artisan,
1837.1.1,0.45998388774664506,0.9426308237098553,0.656264437332348,1.0657441093144664,0.40828365353280455,0.19880875343554535,0.5245035970066003,-0.6206053744331936,0.3834268682722776,-0.39124052288854155,0.40175323916814026,-0.06574956894325916,0.46399249957042416,0.5283636762431649,-2.5622628129869756,0.841317179885882,0.49949955518838224,0.2987493217786693,-0.0167611450492179,0.5348069746123026,0.4875934829172876,-0.12762809442449138,0.4711337072614755,0.5137172247691092,0.6600191145201588,-0.14262410498062114,0.8607960456204895,0.4618769251539906,0.8045800148806623,0.04932141892789866,1.253521655257877,1.736168591221086,1.4498022048435788,1.859281876825696,1.2018214210440343,0.9923465209467762,1.3180413645178306,1.176964635783508,0.4022972446226904,1.1952910066793705,0.7277881985679706,1.257530267081655,1.3219014437543946,-1.7687250454757457,1.6348549473971123,1.2930373226996126,1.0922870892898995,0.7767766224620118,1.328344742123533,1.6269434056571912,0.44512078476450373,1.6719128126907181,1.9645165921928174,0.6509136625306097,1.6543338131317205,1.249013722290267,1.5981177823918926,0.8428591864391289,
1838.1.1,0.16208772741898467,0.6720396945647238,0.34951145454101945,1.0231941479219484,0.3667150841497488,-0.3914738156453002,0.6950311597583184,-0.27598190228429254,0.006017880227659143,-0.34218595480579084,0.41942873792132523,0.01010098874947326,0.5818328305847558,0.4895160380243837,-1.4109388799173936,0.6449023335251814,0.5035435166259278,0.32296561717935457,-0.017241633073666815,0.5756534541286896,0.5992485875699246,-0.10604645282701891,0.569142009068588,0.48884593226297,0.7027199302552639,-0.12520426137008975,0.8337361611151352,0.490435552133366,0.798053236057422,0.014434526975571679,0.9596435743594236,1.4695955415051627,1.1470673014814574,1.8207499948623873,1.1642709310901878,0.4060820312951388,1.4925870066987574,0.8035737271680982,0.45536989213464923,1.2169845848617642,0.8076568356899123,1.3793886775251947,1.2870718849648226,-0.6133830329769581,1.4424581804656205,1.3010993635663672,1.120521464119794,0.7803142138667721,1.373209301069129,1.8033973762927193,0.5113325512748806,1.6217728183332618,2.04952081431785,0.6723515855703492,1.6312920080555742,1.2724982416596886,1.5956090829978615,0.8119903739160113,
1839.1.1,-0.1254948115368436,0.411845542278106,0.06713077726369497,0.9918559831478471,0.3360880623093448,-0.9981289547690491,0.9104034148336699,0.09306048454948684,-0.37746385941469296,-0.22381435356220952,0.4319540274328016,0.08937276381879893,0.6011481882218053,0.5165816960185953,-0.7469818034264469,0.5700841014409307,0.5273135312716927,0.2967730842730161,-0.16525337026720582,0.5883275396880159,0.6441903474455503,-0.0944796856121142,0.6322510574411846,0.4865717168324318,0.7352039499671843,-0.15561390584417895,1.0117431941045318,0.4566549397002056,0.7992119494012309,0.015614810479300198,0.6659712989186966,1.203311652733646,0.8585968877192351,1.7833220936033882,1.1275541727648861,-0.20666284431350776,1.7018695252892113,0.4140022510408478,0.5676517568933307,1.2234201378883423,0.8808388742743402,1.3926142986773467,1.3080478064741365,0.04448430702909546,1.361550211896472,1.3187796417272335,1.0882391947285568,0.6262127401883355,1.3797936501435566,1.8597851604595788,0.5328167282446695,1.607023552041958,2.104288018311463,0.6358522046113623,1.8032093045600732,1.2332371372079514,1.5906780598567716,0.807080920934841,
1840.1.1,-0.6173188156735441,-0.03283218178567716,-0.41562338713836694,0.9732253196416681,0.32611412322464794,-2.0882300587216744,1.271246226456198,0.7770905353977373,-1.0694557220986065,0.05169255680121204,0.5194415383934894,0.2600592605466549,0.6404596395282562,0.5698708319019846,0.7339104017997078,0.48873155181920974,0.6983778850963926,0.3265328318710727,-0.10133662478819407,0.5878772464098446,0.672766633570518,-0.04113122647736472,0.7413751926409204,0.495926947287064,0.8223095629062823,-0.12432165805567445,1.1837674722246283,0.43523491782345164,0.7840725020768761,0.029202030109474923,0.17208814315757273,0.7565747770454386,0.3737835716927488,1.762632278472784,1.1155210820557637,-1.2988230998905588,2.060653185287314,-0.2800487632674901,0.8410995156323278,1.308848497224605,1.0494662193777702,1.4298665983593721,1.3592777907331004,1.5233173606308215,1.278138510650325,1.487784843927509,1.1159397907021884,0.6880703340429217,1.3772842052409608,1.899594229692082,0.6802722374437616,1.6158365665520935,2.26860179779053,0.6650853007754413,1.973174431055744,1.2092764236956242,1.5734794609079923,0.8186089889405906,
1841.1.1,-1.0598564100720365,-0.4293065279248526,-0.8448409424167163,0.9707871230586076,0.33369308360682104,-3.051880708530872,1.6300419232750463,1.4542450073051423,-1.74901618334045,0.36150981390540504,0.7219235617516649,0.42275750920466054,0.6366635619593606,0.6555075069177083,0.9089047303104029,0.4946829329427419,0.8410698069131569,0.32062675729644263,-0.1026563747616299,0.5421451611791395,0.6280763539526737,-0.041943890074387924,0.7472676359417426,0.4800768151945906,0.8759108657476665,-0.09510128881881047,1.3935555428153263,0.40034219549416783,0.760764512568019,0.0423281525951364,-0.2721829646409028,0.35836691750628,-0.05716749698558257,1.7584605684897412,1.1213665290379546,-2.2642072630997383,2.4177153687061796,-0.9613427379093163,1.1491832593365396,1.509597007182798,1.210430954635794,1.4243370073904942,1.4431809523488415,1.6965781757415355,1.2823563783738756,1.6287432523442906,1.1083002027275763,0.6850170706695037,1.329818606610273,1.823181061484287,0.6647800466323589,1.5745220084350116,2.3661901095411633,0.6925721566123232,2.1812289882464597,1.1759751738602997,1.5484379579991527,0.83000159802627,
1842.1.1,-1.4721997381079202,-0.7841107607714385,-1.2390370531385542,0.9733795172709366,0.34406860297177916,-3.7542165051193463,2.0427579399941385,2.16317413732265,-2.4871518320892916,0.7769837670663085,0.9990319518033044,0.6354291419764582,0.587772741951798,0.727344221012971,0.8123587727024651,0.571575475861369,1.0167531949838042,0.31332697207439425,0.010407785060490636,0.46318966545787793,0.49726625428597554,-0.05345749033753802,0.7027857031802556,0.49092528208738456,1.0088934978155033,-0.07163930789869546,1.6508087685032016,0.46587845653281457,0.7221352060804753,0.09754673311822953,-0.661189846458529,0.026899130877952683,-0.42802716148916303,1.7843894089203278,1.1550784946211703,-2.943206613469955,2.85376783164353,-1.6761419404399003,1.5879936587156998,1.8100418434526961,1.4464390336258492,1.398782633601189,1.5383541126623628,1.6233686643518563,1.3825853675107596,1.8277630866331949,1.1243368637237854,0.8214176767098819,1.2741995571072686,1.6398338714830423,0.6483067558975073,1.6087091917928913,2.6446456232491284,0.7393705837506958,2.4618186601525927,1.2554298073425705,1.533145097729866,0.9085566247676202,
1843.1.1,-1.821545174914233,-1.0705282186829057,-1.570722087808568,0.9688276394426394,0.3354172403532486,-4.168370999800272,2.4865401915250125,2.8878269418458085,-3.2389266858478303,0.8223453355348744,1.2553110727458232,0.7967794156902641,0.5682318495701811,0.7699254928823108,0.5313159091563101,0.6343313556003747,1.2414234323811493,0.23195370693084374,0.3754195023715157,0.40223371782298467,0.3964463358203734,-0.12389731022044459,0.6744712953381848,0.5437246426244623,1.2362858914739756,-0.20087140552231925,1.684137481936153,0.47505728595548724,0.7140958604168125,0.07234427401613855,-0.9911442424640722,-0.24012728623274363,-0.7403211553584069,1.7992285718928003,1.1658181728034096,-3.3379700673501094,3.316941123975173,-2.408525753397669,1.6527462679850375,2.0857120051959845,1.627180348140425,1.398632782020342,1.6003264253324723,1.3617168416064733,1.464732288050536,2.0718243648313113,1.0623546393810053,1.2058204348216766,1.2326346502731467,1.5018299927464738,0.4467685367621283,1.7214458847379452,3.106568382436972,0.6295295269278417,2.5145384143863136,1.281120005242944,1.5444967928669744,0.9027452064663005,
1844.1.1,-2.0264767574723708,-1.2215513034542285,-1.7505576095322477,0.96402364501206,0.31474919895993,-4.2610520269435606,2.890365856825412,3.5831996605525207,-3.905349959591002,0.7905988502202844,1.4828335531889265,0.9916893401349153,0.5047671918286005,0.8561820392638279,0.8838955292063656,0.7720719709259459,1.5018754141964932,0.2124355233183459,0.763341901712017,0.33959944853960133,0.28896678984057156,-0.1905455965033879,0.6728808891543635,0.6196944837533777,1.4893399865556867,-0.14187190351181353,1.6935564196562596,0.37019621783477197,0.7828416678619848,0.1079330656485395,-1.1998744030912605,-0.3949489490731182,-0.9239552551511376,1.7906259993931701,1.14135155334104,-3.4344496725624514,3.716968211206522,-3.078747605209892,1.6172012046013935,2.309435907570036,1.8182916945160255,1.3313695462097108,1.682784393644938,1.7104978835874747,1.598674325307056,2.3284777685776032,1.0390378776994555,1.5899442560931272,1.1662018029207115,1.3405641907449852,0.2251417081498052,1.8597058437875722,3.5989968493921904,0.6847304508692966,2.5201587740373697,1.1914870530368489,1.609444022243095,0.9345354200296496,
1845.1.1,-2.1409293003475227,-1.3043855821334038,-1.8456907647863936,0.9723775806339763,0.3232060574837408,-4.24665545207426,3.191332233778384,4.040951244397841,-4.326714319065418,0.5085744245751873,1.6968810846743407,1.1360487672158281,0.4031842971054675,0.9187872220027699,0.46807145842862646,0.8481696751806499,1.9329988109209626,0.18193471544284678,1.3297488019525212,0.3366642649910083,0.26822580774666416,-0.252728899284325,0.6968655586152824,0.6654681188314376,1.7763674254532744,-0.175964740192303,1.5648169406861507,0.22765735148011823,0.807455030547931,0.0704303542291536,-1.333573786836282,-0.4970300686221644,-1.0383352512751531,1.7797330941452167,1.1305615709949814,-3.439299938563019,3.9986877472896247,-3.519358805554177,1.3159299380864278,2.504236598185581,1.9434042807270688,1.210539810616708,1.7261427355140104,1.2754269719398692,1.6555251886918905,2.7403543244322033,0.9892902289540879,2.1371043154637617,1.1440197785022488,1.2900382753705424,0.001401415665945959,1.9264838977281253,4.148282510971798,0.6313907733189376,2.372172454197391,1.0546387371892931,1.6148105440591716,0.8777858677403941,
1846.1.1,-2.288843319011053,-1.4203404594869649,-1.9783538251566692,0.9671214534089762,0.32629833411373377,-4.24405093277017,3.4928971351602995,4.3109243781333495,-4.577248032917221,0.33917927448562646,1.9216372186193797,1.3882727726600597,0.3055092332103504,0.9132025397367518,-0.5343384191263323,0.8738376250099859,2.032258750595465,0.20592804949248764,1.3516922632816635,0.3698687679535132,0.279373657623631,-0.2779667429097675,0.6816192338912391,0.6346431239899423,1.8941058554595571,-0.07073900944504162,1.5259302972070419,0.2088810665611384,0.8137355246592687,0.04812415194640715,-1.485778828752484,-0.6172759692283957,-1.1752893348980988,1.7701859436675456,1.129362824372303,-3.4409864425116,4.295961625418869,-3.7741835426586516,1.1422437647441956,2.724701708877949,2.191337262918629,1.1085737234689197,1.716267029995321,0.268726071132237,1.676902115268555,2.8353232408540343,1.0089925397510564,2.1547567535402328,1.1729332582120824,1.2906351492713612,-0.0886063735557548,1.8550734990864686,4.3739989620256985,0.7323254808135277,2.328994787465611,1.0397386045502377,1.6168000149178379,0.8511886422049765,
