Date,Good,Amount
"""1845-3-17",dye,93.05026
"""1845-3-17",wool,1445.15274
"""1845-3-17",silk,19.51648
"""1845-3-17",coal,429.44662
"""1845-3-17",sulphur,27.85760
"""1845-3-17",iron,62.54285
"""1845-3-17",timber,356.49661
"""1845-3-17",tropical_wood,26.63953
"""1845-3-17",precious_metal,18.62723
"""1845-3-17",precious_goods,21.71115
"""1845-3-17",steel,211.25406
"""1845-3-17",cement,18.45837
"""1845-3-17",machine_parts,6.80865
"""1845-3-17",glass,246.89423
"""1845-3-17",fertilizer,64.23322
"""1845-3-17",explosives,29.22232
"""1845-3-17",clipper_convoy,1.85529
"""1845-3-17",steamer_convoy,54.20102
"""1845-3-17",fabric,875.91263
"""1845-3-17",lumber,1437.86090
"""1845-3-17",paper,118.94409
"""1845-3-17",cattle,362.25677
"""1845-3-17",fish,397.11359
"""1845-3-17",fruit,581.62469
"""1845-3-17",grain,770.36746
"""1845-3-17",tobacco,262.88223
"""1845-3-17",coffee,22.15204
"""1845-3-17",opium,74.82047
"""1845-3-17",wine,227.40793
"""1845-3-17",liquor,151.98547
"""1845-3-17",regular_clothes,143.28204
"""1845-3-17",luxury_clothes,16.64590
"""1845-3-17",furniture,279.25415
"""1845-3-17",luxury_furniture,17.78516
"""1845-3-15",ammunition,36.60638
"""1845-3-15",small_arms,16.08942
"""1845-3-15",artillery,2.87704
"""1845-3-15",canned_food,62.83423
"""1845-3-15",cotton,187.33261
"""1845-3-15",dye,92.53391
"""1845-3-15",wool,1431.95956
"""1845-3-15",silk,16.91647
"""1845-3-15",coal,426.92151
"""1845-3-15",sulphur,27.85760
"""1845-3-15",iron,62.54285
"""1845-3-15",timber,342.61111
"""1845-3-15",tropical_wood,1.04596
"""1845-3-15",precious_metal,18.62723
"""1845-3-15",precious_goods,21.71115
"""1845-3-15",steel,211.25089
"""1845-3-15",cement,18.44888
"""1845-3-15",machine_parts,6.80865
"""1845-3-15",glass,252.05698
"""1845-3-15",fertilizer,63.97290
"""1845-3-15",explosives,29.21170
"""1845-3-15",clipper_convoy,1.85086
"""1845-3-15",steamer_convoy,53.87543
"""1845-3-15",fabric,875.91263
"""1845-3-15",lumber,1354.27570
"""1845-3-15",paper,115.29163
"""1845-3-15",cattle,353.50195
"""1845-3-15",fish,387.70331
"""1845-3-15",fruit,576.44104
"""1845-3-15",grain,746.35919
"""1845-3-15",tobacco,259.90671
"""1845-3-15",coffee,20.18750
"""1845-3-15",opium,72.91071
"""1845-3-15",wine,213.79221
"""1845-3-15",liquor,147.08853
"""1845-3-15",regular_clothes,137.76645
"""1845-3-15",luxury_clothes,15.23737
"""1845-3-15",furniture,268.61987
"""1845-3-15",luxury_furniture,16.36685
"""1845-3-13",ammunition,36.82642
"""1845-3-13",small_arms,16.18115
"""1845-3-13",artillery,2.95944
"""1845-3-13",canned_food,64.59125
"""1845-3-13",cotton,191.29135
"""1845-3-13",dye,93.05026
"""1845-3-13",wool,1445.09595
"""1845-3-13",silk,19.51648
"""1845-3-13",coal,429.42636
"""1845-3-13",sulphur,25.47083
"""1845-3-13",iron,62.54285
"""1845-3-13",timber,356.49661
"""1845-3-13",tropical_wood,26.63953
"""1845-3-13",precious_metal,18.62723
"""1845-3-13",precious_goods,21.71115
"""1845-3-13",steel,211.38126
"""1845-3-13",cement,18.45740
"""1845-3-13",machine_parts,6.80865
"""1845-3-13",glass,252.70102
"""1845-3-13",fertilizer,64.22739
"""1845-3-13",explosives,29.22235
"""1845-3-13",clipper_convoy,1.85529
"""1845-3-13",steamer_convoy,54.20636
"""1845-3-13",fabric,875.91263
"""1845-3-13",lumber,1417.08453
"""1845-3-13",paper,118.89139
"""1845-3-13",cattle,363.67047
"""1845-3-13",fish,398.52795
"""1845-3-13",fruit,587.33249
"""1845-3-13",grain,771.57816
"""1845-3-13",tobacco,262.84149
"""1845-3-13",coffee,22.12100
"""1845-3-13",opium,74.84824
"""1845-3-13",wine,227.67398
"""1845-3-13",liquor,151.91336
"""1845-3-13",regular_clothes,143.21365
"""1845-3-13",luxury_clothes,16.67245
"""1845-3-13",furniture,279.19684
"""1845-3-13",luxury_furniture,17.81161
"""1845-3-11",ammunition,36.80646
"""1845-3-11",small_arms,16.16687
"""1845-3-11",artillery,2.95944
"""1845-3-11",canned_food,64.52060
"""1845-3-11",cotton,188.45425
"""1845-3-11",dye,92.68021
"""1845-3-11",wool,1440.97150
"""1845-3-11",silk,17.60672
"""1845-3-11",coal,428.31351
"""1845-3-11",sulphur,27.85760
"""1845-3-11",iron,62.54285
"""1845-3-11",timber,356.49661
"""1845-3-11",tropical_wood,26.63953
"""1845-3-11",precious_metal,18.62723
"""1845-3-11",precious_goods,21.71115
"""1845-3-11",steel,210.85049
"""1845-3-11",cement,18.43484
"""1845-3-11",machine_parts,6.80865
"""1845-3-11",glass,240.53757
"""1845-3-11",fertilizer,64.22256
"""1845-3-11",explosives,29.01959
"""1845-3-11",clipper_convoy,1.85464
"""1845-3-11",steamer_convoy,54.18454
"""1845-3-11",fabric,869.56940
"""1845-3-11",lumber,1437.86090
"""1845-3-11",paper,117.73776
"""1845-3-11",cattle,356.05887
"""1845-3-11",fish,390.19052
"""1845-3-11",fruit,572.76245
"""1845-3-11",grain,759.44070
"""1845-3-11",tobacco,261.11975
"""1845-3-11",coffee,20.93964
"""1845-3-11",opium,74.04700
"""1845-3-11",wine,226.71530
"""1845-3-11",liquor,149.39694
"""1845-3-11",regular_clothes,140.36551
"""1845-3-11",luxury_clothes,16.57568
"""1845-3-11",furniture,277.04861
"""1845-3-11",luxury_furniture,17.71326
"""1845-3-9",ammunition,36.83005
"""1845-3-9",small_arms,16.18384
"""1845-3-9",artillery,2.95944
"""1845-3-9",canned_food,64.59375
"""1845-3-9",cotton,191.29135
"""1845-3-9",dye,93.05026
"""1845-3-9",wool,1445.75778
"""1845-3-9",silk,19.51648
"""1845-3-9",coal,429.52570
"""1845-3-9",sulphur,26.31384
"""1845-3-9",iron,62.54285
"""1845-3-9",timber,350.15506
"""1845-3-9",tropical_wood,26.63953
"""1845-3-9",precious_metal,18.62723
"""1845-3-9",precious_goods,21.71115
"""1845-3-9",steel,211.38477
"""1845-3-9",cement,18.45914
"""1845-3-9",machine_parts,6.80865
"""1845-3-9",glass,252.75705
"""1845-3-9",fertilizer,64.24585
"""1845-3-9",explosives,29.22290
"""1845-3-9",clipper_convoy,1.85532
"""1845-3-9",steamer_convoy,54.20691
"""1845-3-9",fabric,875.91263
"""1845-3-9",lumber,1437.86090
"""1845-3-9",paper,119.17831
"""1845-3-9",cattle,364.29984
"""1845-3-9",fish,399.20193
"""1845-3-9",fruit,588.00986
"""1845-3-9",grain,773.24307
"""1845-3-9",tobacco,263.05600
"""1845-3-9",coffee,22.26819
"""1845-3-9",opium,74.87454
"""1845-3-9",wine,227.70782
"""1845-3-9",liquor,152.25989
"""1845-3-9",regular_clothes,143.55795
"""1845-3-9",luxury_clothes,16.67593
"""1845-3-9",furniture,279.48245
"""1845-3-9",luxury_furniture,17.81525
"""1845-3-7",ammunition,36.78461
"""1845-3-7",small_arms,16.16748
"""1845-3-7",artillery,2.95944
"""1845-3-7",canned_food,64.51941
"""1845-3-7",cotton,191.29135
"""1845-3-7",dye,93.05026
"""1845-3-7",wool,1443.58481
"""1845-3-7",silk,19.51648
"""1845-3-7",coal,429.05795
"""1845-3-7",sulphur,27.85760
"""1845-3-7",iron,62.54285
"""1845-3-7",timber,356.49661
"""1845-3-7",tropical_wood,26.36328
"""1845-3-7",precious_metal,18.62723
"""1845-3-7",precious_goods,21.71115
"""1845-3-7",steel,211.22253
"""1845-3-7",cement,18.45279
"""1845-3-7",machine_parts,6.80865
"""1845-3-7",glass,242.41483
"""1845-3-7",fertilizer,64.13846
"""1845-3-7",explosives,29.21884
"""1845-3-7",clipper_convoy,1.85498
"""1845-3-7",steamer_convoy,54.19345
"""1845-3-7",fabric,875.91263
"""1845-3-7",lumber,1410.03619
"""1845-3-7",paper,118.13419
"""1845-3-7",cattle,360.57394
"""1845-3-7",fish,395.30591
"""1845-3-7",fruit,575.70145
"""1845-3-7",grain,766.17615
"""1845-3-7",tobacco,262.16501
"""1845-3-7",coffee,21.66147
"""1845-3-7",opium,74.63852
"""1845-3-7",wine,227.07248
"""1845-3-7",liquor,150.88120
"""1845-3-7",regular_clothes,142.16391
"""1845-3-7",luxury_clothes,16.61145
"""1845-3-7",furniture,278.23242
"""1845-3-7",luxury_furniture,17.75031
"""1845-3-5",wool,3.17142
"""1845-3-3",ammunition,36.82526
"""1845-3-3",small_arms,16.18048
"""1845-3-3",artillery,2.95944
"""1845-3-3",canned_food,64.57822
"""1845-3-3",cotton,191.29135
"""1845-3-3",dye,93.05026
"""1845-3-3",wool,1444.50998
"""1845-3-3",silk,18.74481
"""1845-3-3",coal,429.42252
"""1845-3-3",sulphur,27.07684
"""1845-3-3",iron,62.54285
"""1845-3-3",timber,305.14792
"""1845-3-3",tropical_wood,25.17560
"""1845-3-3",precious_metal,18.62723
"""1845-3-3",precious_goods,21.71115
"""1845-3-3",steel,211.26379
"""1845-3-3",cement,18.45831
"""1845-3-3",machine_parts,6.80865
"""1845-3-3",glass,252.73477
"""1845-3-3",fertilizer,64.20532
"""1845-3-3",explosives,29.22360
"""1845-3-3",clipper_convoy,1.85522
"""1845-3-3",steamer_convoy,54.20261
"""1845-3-3",fabric,875.91263
"""1845-3-3",lumber,1437.86090
"""1845-3-3",paper,119.05106
"""1845-3-3",cattle,361.71664
"""1845-3-3",fish,396.54434
"""1845-3-3",fruit,586.76266
"""1845-3-3",grain,768.76602
"""1845-3-3",tobacco,262.92346
"""1845-3-3",coffee,22.14496
"""1845-3-3",opium,74.88217
"""1845-3-3",wine,227.50046
"""1845-3-3",liquor,151.99625
"""1845-3-3",regular_clothes,143.12640
"""1845-3-3",luxury_clothes,16.65475
"""1845-3-3",furniture,278.86801
"""1845-3-3",luxury_furniture,17.79401
"""1845-3-1",ammunition,36.83014
"""1845-3-1",small_arms,16.18390
"""1845-3-1",artillery,2.95944
"""1845-3-1",canned_food,64.59189
"""1845-3-1",cotton,191.29135
"""1845-3-1",dye,93.05026
"""1845-3-1",wool,1445.86517
"""1845-3-1",silk,19.09921
"""1845-3-1",coal,429.54803
"""1845-3-1",sulphur,27.85760
"""1845-3-1",iron,62.54285
"""1845-3-1",timber,356.49661
"""1845-3-1",tropical_wood,26.63953
"""1845-3-1",precious_metal,18.62723
"""1845-3-1",precious_goods,21.71115
"""1845-3-1",steel,211.26797
"""1845-3-1",cement,18.45938
"""1845-3-1",machine_parts,6.80865
"""1845-3-1",glass,252.77411
"""1845-3-1",fertilizer,64.24878
"""1845-3-1",explosives,29.22314
"""1845-3-1",clipper_convoy,1.85532
"""1845-3-1",steamer_convoy,54.20670
"""1845-3-1",fabric,875.91263
"""1845-3-1",lumber,1437.86090
"""1845-3-1",paper,119.26492
"""1845-3-1",cattle,363.00516
"""1845-3-1",fish,397.91388
"""1845-3-1",fruit,588.12683
"""1845-3-1",grain,772.15424
"""1845-3-1",tobacco,263.11737
"""1845-3-1",coffee,22.30731
"""1845-3-1",opium,74.88214
"""1845-3-1",wine,227.68411
"""1845-3-1",liquor,152.35626
"""1845-3-1",regular_clothes,143.55551
"""1845-3-1",luxury_clothes,16.67361
"""1845-3-1",furniture,279.55887
"""1845-3-1",luxury_furniture,17.81293
"""1845-2-25",fish,1.59763
"""1845-2-23",ammunition,36.81622
"""1845-2-23",small_arms,16.17398
"""1845-2-23",artillery,2.95944
"""1845-2-23",canned_food,64.57635
"""1845-2-23",cotton,191.29135
"""1845-2-23",dye,93.05026
"""1845-2-23",wool,1444.67419
"""1845-2-23",silk,17.60007
"""1845-2-23",coal,429.36469
"""1845-2-23",sulphur,27.85760
"""1845-2-23",iron,62.54285
"""1845-2-23",timber,356.49661
"""1845-2-23",tropical_wood,26.63953
"""1845-2-23",precious_metal,18.62723
"""1845-2-23",precious_goods,21.71115
"""1845-2-23",steel,210.65759
"""1845-2-23",cement,18.45651
"""1845-2-23",machine_parts,6.80865
"""1845-2-23",glass,252.68008
"""1845-2-23",fertilizer,64.21683
"""1845-2-23",explosives,29.22202
"""1845-2-23",clipper_convoy,1.85529
"""1845-2-23",steamer_convoy,54.20206
"""1845-2-23",fabric,875.91263
"""1845-2-23",lumber,1436.72565
"""1845-2-23",paper,118.77750
"""1845-2-23",cattle,354.65689
"""1845-2-23",fish,389.49289
"""1845-2-23",fruit,586.94028
"""1845-2-23",grain,761.87933
"""1845-2-23",tobacco,262.73468
"""1845-2-23",coffee,22.04214
"""1845-2-23",opium,74.81442
"""1845-2-23",wine,227.47488
"""1845-2-23",liquor,151.72916
"""1845-2-23",regular_clothes,142.58069
"""1845-2-23",luxury_clothes,16.65244
"""1845-2-23",furniture,279.02856
"""1845-2-23",luxury_furniture,17.79153
"""1845-2-21",ammunition,36.80276
"""1845-2-21",small_arms,16.16409
"""1845-2-21",artillery,2.95944
"""1845-2-21",canned_food,64.42303
"""1845-2-21",cotton,191.29135
"""1845-2-21",dye,93.05026
"""1845-2-21",wool,1442.30170
"""1845-2-21",silk,15.44025
"""1845-2-21",coal,428.78708
"""1845-2-21",sulphur,22.58673
"""1845-2-21",iron,62.54285
"""1845-2-21",timber,356.49661
"""1845-2-21",tropical_wood,10.97833
"""1845-2-21",precious_metal,18.62723
"""1845-2-21",precious_goods,21.71115
"""1845-2-21",steel,211.32687
"""1845-2-21",cement,18.43021
"""1845-2-21",machine_parts,6.80865
"""1845-2-21",glass,252.30295
"""1845-2-21",fertilizer,64.17490
"""1845-2-21",explosives,29.21970
"""1845-2-21",clipper_convoy,1.85330
"""1845-2-21",steamer_convoy,54.15414
"""1845-2-21",fabric,875.91263
"""1845-2-21",lumber,1437.86090
"""1845-2-21",paper,116.83066
"""1845-2-21",cattle,361.59637
"""1845-2-21",fish,396.25375
"""1845-2-21",fruit,584.82974
"""1845-2-21",grain,765.83881
"""1845-2-21",tobacco,261.43875
"""1845-2-21",coffee,21.18494
"""1845-2-21",opium,74.50168
"""1845-2-21",wine,225.42581
"""1845-2-21",liquor,149.72455
"""1845-2-21",regular_clothes,139.97830
"""1845-2-21",luxury_clothes,16.44171
"""1845-2-21",furniture,273.13022
"""1845-2-21",luxury_furniture,17.57895
"""1845-2-19",ammunition,36.76514
"""1845-2-19",small_arms,16.08633
"""1845-2-19",artillery,2.95944
"""1845-2-19",canned_food,64.52148
"""1845-2-19",cotton,191.29135
"""1845-2-19",dye,93.05026
"""1845-2-19",wool,1440.99033
"""1845-2-19",silk,15.37561
"""1845-2-19",coal,428.97617
"""1845-2-19",sulphur,26.24481
"""1845-2-19",iron,62.54285
"""1845-2-19",timber,348.55594
"""1845-2-19",tropical_wood,25.84189
"""1845-2-19",precious_metal,18.62723
"""1845-2-19",precious_goods,21.71115
"""1845-2-19",steel,211.37955
"""1845-2-19",cement,18.45654
"""1845-2-19",machine_parts,6.80865
"""1845-2-19",glass,243.24451
"""1845-2-19",fertilizer,64.11536
"""1845-2-19",explosives,29.22006
"""1845-2-19",clipper_convoy,1.85483
"""1845-2-19",steamer_convoy,54.18164
"""1845-2-19",fabric,875.91263
"""1845-2-19",lumber,1437.86090
"""1845-2-19",paper,117.92059
"""1845-2-19",cattle,359.82574
"""1845-2-19",fish,394.37262
"""1845-2-19",fruit,573.80106
"""1845-2-19",grain,761.18979
"""1845-2-19",tobacco,261.99518
"""1845-2-19",coffee,21.51300
"""1845-2-19",opium,74.65067
"""1845-2-19",wine,226.74237
"""1845-2-19",liquor,150.51138
"""1845-2-19",regular_clothes,140.91110
"""1845-2-19",luxury_clothes,16.57474
"""1845-2-19",furniture,277.75613
"""1845-2-19",luxury_furniture,17.71384
"""1845-2-17",ammunition,36.82068
"""1845-2-17",small_arms,16.17715
"""1845-2-17",artillery,2.95944
"""1845-2-17",canned_food,64.57935
"""1845-2-17",cotton,189.72961
"""1845-2-17",dye,92.84656
"""1845-2-17",wool,1444.66473
"""1845-2-17",silk,18.79501
"""1845-2-17",coal,429.39600
"""1845-2-17",sulphur,27.85760
"""1845-2-17",iron,62.54285
"""1845-2-17",timber,350.57010
"""1845-2-17",tropical_wood,25.76407
"""1845-2-17",precious_metal,18.62723
"""1845-2-17",precious_goods,21.71115
"""1845-2-17",steel,211.36630
"""1845-2-17",cement,18.44992
"""1845-2-17",machine_parts,6.80865
"""1845-2-17",glass,252.26349
"""1845-2-17",fertilizer,64.20966
"""1845-2-17",explosives,29.22360
"""1845-2-17",clipper_convoy,1.85522
"""1845-2-17",steamer_convoy,54.20297
"""1845-2-17",fabric,875.91263
"""1845-2-17",lumber,1437.86090
"""1845-2-17",paper,119.00790
"""1845-2-17",cattle,363.27353
"""1845-2-17",fish,398.10678
"""1845-2-17",fruit,586.43237
"""1845-2-17",grain,770.52536
"""1845-2-17",tobacco,262.89899
"""1845-2-17",coffee,22.12885
"""1845-2-17",opium,74.88431
"""1845-2-17",wine,227.51508
"""1845-2-17",liquor,151.97217
"""1845-2-17",regular_clothes,143.08942
"""1845-2-17",luxury_clothes,16.65610
"""1845-2-17",furniture,278.98404
"""1845-2-17",luxury_furniture,17.79474
"""1845-2-15",ammunition,36.82654
"""1845-2-15",small_arms,16.18140
"""1845-2-15",artillery,2.95944
"""1845-2-15",canned_food,64.58527
"""1845-2-15",cotton,191.29135
"""1845-2-15",dye,93.05026
"""1845-2-15",wool,1445.27982
"""1845-2-15",silk,19.51648
"""1845-2-15",coal,428.85980
"""1845-2-15",sulphur,27.85760
"""1845-2-15",iron,62.54285
"""1845-2-15",timber,356.49661
"""1845-2-15",tropical_wood,25.85675
"""1845-2-15",precious_metal,18.62723
"""1845-2-15",precious_goods,21.71115
"""1845-2-15",steel,211.38333
"""1845-2-15",cement,18.45844
"""1845-2-15",machine_parts,6.80865
"""1845-2-15",glass,251.74377
"""1845-2-15",fertilizer,64.23203
"""1845-2-15",explosives,29.22229
"""1845-2-15",clipper_convoy,1.85529
"""1845-2-15",steamer_convoy,54.20483
"""1845-2-15",fabric,874.93896
"""1845-2-15",lumber,1437.86090
"""1845-2-15",paper,119.18524
"""1845-2-15",cattle,363.85660
"""1845-2-15",fish,398.74142
"""1845-2-15",fruit,586.52203
"""1845-2-15",grain,772.11185
"""1845-2-15",tobacco,263.02194
"""1845-2-15",coffee,22.24399
"""1845-2-15",opium,74.83740
"""1845-2-15",wine,227.59473
"""1845-2-15",liquor,152.21188
"""1845-2-15",regular_clothes,143.51144
"""1845-2-15",luxury_clothes,16.66458
"""1845-2-15",furniture,279.22638
"""1845-2-15",luxury_furniture,17.80383
"""1845-2-9",wool,0.43329
"""1845-2-7",cattle,3.94885
"""1845-2-7",fruit,9.01974
"""1845-2-7",grain,0.00003
"""1845-2-7",liquor,0.68085
"""1845-2-5",ammunition,36.81854
"""1845-2-5",small_arms,16.17551
"""1845-2-5",artillery,2.95944
"""1845-2-5",canned_food,64.57678
"""1845-2-5",cotton,191.29135
"""1845-2-5",dye,93.05026
"""1845-2-5",wool,1443.56454
"""1845-2-5",silk,19.20755
"""1845-2-5",coal,429.23715
"""1845-2-5",sulphur,24.03912
"""1845-2-5",iron,62.54285
"""1845-2-5",timber,354.93106
"""1845-2-5",tropical_wood,25.39944
"""1845-2-5",precious_metal,18.62723
"""1845-2-5",precious_goods,21.71115
"""1845-2-5",steel,211.05942
"""1845-2-5",cement,18.43640
"""1845-2-5",machine_parts,6.80865
"""1845-2-5",glass,251.80838
"""1845-2-5",fertilizer,64.18512
"""1845-2-5",explosives,29.21909
"""1845-2-5",clipper_convoy,1.85489
"""1845-2-5",steamer_convoy,54.20190
"""1845-2-5",fabric,875.91263
"""1845-2-5",lumber,1437.86090
"""1845-2-5",paper,118.58905
"""1845-2-5",cattle,358.83746
"""1845-2-5",fish,393.60043
"""1845-2-5",fruit,584.90628
"""1845-2-5",grain,764.29648
"""1845-2-5",tobacco,262.52145
"""1845-2-5",coffee,21.92499
"""1845-2-5",opium,74.69110
"""1845-2-5",wine,227.47617
"""1845-2-5",liquor,151.49658
"""1845-2-5",regular_clothes,142.69910
"""1845-2-5",luxury_clothes,16.65176
"""1845-2-5",furniture,278.48309
"""1845-2-5",luxury_furniture,17.78946
"""1845-2-3",cement,0.31183
"""1845-2-3",fish,0.00003
"""1845-2-3",grain,0.00003
"""1845-2-3",tobacco,0.39423
"""1845-2-3",coffee,3.60886
"""1845-2-3",liquor,0.00122
"""1845-2-1",lumber,9.36890
"""1845-2-1",fish,4.79236
"""1845-1-30",wool,3.76852
"""1845-1-28",ammunition,36.83426
"""1845-1-28",small_arms,16.18677
"""1845-1-28",artillery,2.95944
"""1845-1-28",canned_food,64.59561
"""1845-1-28",cotton,191.15927
"""1845-1-28",dye,93.03302
"""1845-1-28",wool,1446.27457
"""1845-1-28",silk,19.51648
"""1845-1-28",coal,429.57834
"""1845-1-28",sulphur,27.85760
"""1845-1-28",iron,62.54285
"""1845-1-28",timber,356.49661
"""1845-1-28",tropical_wood,26.63953
"""1845-1-28",precious_metal,18.62723
"""1845-1-28",precious_goods,21.71115
"""1845-1-28",steel,211.38754
"""1845-1-28",cement,18.46054
"""1845-1-28",machine_parts,6.80865
"""1845-1-28",glass,252.78586
"""1845-1-28",fertilizer,64.26263
"""1845-1-28",explosives,29.21948
"""1845-1-28",clipper_convoy,1.85510
"""1845-1-28",steamer_convoy,54.20734
"""1845-1-28",fabric,875.91263
"""1845-1-28",lumber,1437.86090
"""1845-1-28",paper,119.32672
"""1845-1-28",cattle,364.82870
"""1845-1-28",fish,399.74921
"""1845-1-28",fruit,588.55920
"""1845-1-28",grain,774.63162
"""1845-1-28",tobacco,263.17609
"""1845-1-28",coffee,22.34528
"""1845-1-28",opium,74.90546
"""1845-1-28",wine,227.73538
"""1845-1-28",liquor,152.44632
"""1845-1-28",regular_clothes,143.74603
"""1845-1-28",luxury_clothes,16.67856
"""1845-1-28",furniture,279.64102
"""1845-1-28",luxury_furniture,17.81796
"""1845-1-26",ammunition,36.76730
"""1845-1-26",small_arms,16.13696
"""1845-1-26",artillery,2.95944
"""1845-1-26",canned_food,64.34418
"""1845-1-26",cotton,190.85242
"""1845-1-26",dye,92.99301
"""1845-1-26",wool,1438.62552
"""1845-1-26",silk,18.21432
"""1845-1-26",coal,425.43094
"""1845-1-26",sulphur,19.70428
"""1845-1-26",iron,62.54285
"""1845-1-26",timber,352.02884
"""1845-1-26",tropical_wood,24.16922
"""1845-1-26",precious_metal,18.62723
"""1845-1-26",precious_goods,21.71115
"""1845-1-26",steel,209.63245
"""1845-1-26",cement,18.45343
"""1845-1-26",machine_parts,6.80865
"""1845-1-26",glass,235.88498
"""1845-1-26",fertilizer,64.12082
"""1845-1-26",explosives,28.66052
"""1845-1-26",clipper_convoy,1.84518
"""1845-1-26",steamer_convoy,54.10739
"""1845-1-26",fabric,870.03098
"""1845-1-26",lumber,1421.53278
"""1845-1-26",paper,116.40225
"""1845-1-26",cattle,359.69962
"""1845-1-26",fish,393.90515
"""1845-1-26",fruit,566.18127
"""1845-1-26",grain,760.44135
"""1845-1-26",tobacco,259.11496
"""1845-1-26",coffee,18.81024
"""1845-1-26",opium,74.50452
"""1845-1-26",wine,224.38086
"""1845-1-26",liquor,145.15460
"""1845-1-26",regular_clothes,136.43704
"""1845-1-26",luxury_clothes,16.31158
"""1845-1-26",furniture,272.66522
"""1845-1-26",luxury_furniture,17.44403
"""1845-1-24",tropical_wood,13.52744
"""1845-1-20",cotton,1.85861
"""1845-1-20",silk,0.02219
"""1845-1-20",cement,0.12616
"""1845-1-20",grain,26.79288
"""1845-1-20",tobacco,0.10025
"""1845-1-20",liquor,0.33795
"""1845-1-20",luxury_clothes,0.00003
"""1845-1-20",luxury_furniture,0.54593
"""1845-1-18",fruit,12.09787
"""1845-1-16",coal,38.63132
"""1845-1-16",iron,72.18979
"""1845-1-16",cement,2.05954
"""1845-1-16",glass,3.67911
"""1845-1-16",clipper_convoy,8.60098
"""1845-1-16",paper,2.60825
"""1845-1-16",fish,0.00003
"""1845-1-16",grain,9.00671
"""1845-1-16",luxury_clothes,0.00421
"""1845-1-16",furniture,0.19305
"""1845-1-16",luxury_furniture,0.00314
"""1845-1-14",tropical_wood,5.42209
"""1845-1-12",tropical_wood,2.53265
"""1845-1-10",iron,2.92438
"""1845-1-10",paper,0.00409
"""1845-1-10",cattle,0.00006
"""1845-1-10",grain,0.00018
"""1845-1-10",opium,2.24643
"""1845-1-10",wine,2.45673
"""1845-1-10",liquor,0.00497
"""1845-1-10",luxury_clothes,0.00989
"""1845-1-10",furniture,0.07858
"""1845-1-10",luxury_furniture,0.44931
"""1845-1-8",wool,0.03525
"""1845-1-8",cattle,2.44714
"""1845-1-8",grain,0.00012
"""1845-1-8",liquor,0.17209
"""1845-1-8",luxury_clothes,0.00003
"""1845-1-6",iron,2.66656
"""1845-1-6",paper,0.96786
"""1845-1-6",cattle,2.78619
"""1845-1-6",grain,0.00003
"""1845-1-6",regular_clothes,0.07077
"""1845-1-6",furniture,1.03415
"""1845-12-31",ammunition,27.63818
"""1845-12-31",small_arms,15.91812
"""1845-12-31",artillery,8.74960
"""1845-12-31",canned_food,43.17166
"""1845-12-31",wool,93.64801
"""1845-12-31",coal,237.70023
"""1845-12-31",sulphur,6.68762
"""1845-12-31",iron,62.62860
"""1845-12-31",timber,1243.99966
"""1845-12-31",precious_metal,12.37698
"""1845-12-31",steel,138.70474
"""1845-12-31",cement,9.32095
"""1845-12-31",glass,158.24973
"""1845-12-31",fertilizer,34.28659
"""1845-12-31",explosives,36.16092
"""1845-12-31",clipper_convoy,0.00644
"""1845-12-31",fabric,1.12543
"""1845-12-31",lumber,1056.20740
"""1845-12-31",paper,187.84494
"""1845-12-31",cattle,168.15549
"""1845-12-31",fish,22.71625
"""1845-12-31",fruit,43.84006
"""1845-12-31",grain,403.78412
"""1845-12-31",opium,0.10809
"""1845-12-31",wine,96.13632
"""1845-12-31",liquor,10.44290
"""1845-12-31",regular_clothes,0.16113
"""1845-12-31",luxury_clothes,2.29651
"""1845-12-31",furniture,200.20660
"""1845-12-31",luxury_furniture,7.15387
"""1845-12-25",timber,45.41959
"""1845-12-25",precious_metal,37.67554
"""1845-12-25",lumber,12.82684
"""1845-12-25",liquor,0.00003
"""1845-12-23",coal,6.83005
"""1845-12-23",grain,4.31079
"""1845-12-23",liquor,0.60068
"""1845-12-21",cotton,10.29306
"""1845-12-21",sulphur,4.86121
"""1845-12-21",fertilizer,0.38138
"""1845-12-21",grain,0.00003
"""1845-12-21",liquor,0.00003
"""1845-12-11",small_arms,0.01608
"""1845-12-11",steel,0.11414
"""1845-12-11",fruit,1.33041
"""1845-12-11",coffee,0.03915
"""1845-12-11",liquor,0.04001
"""1845-12-1",tropical_wood,4.99234
"""1845-12-1",paper,0.56613
"""1845-12-1",coffee,2.60538
"""1845-12-1",luxury_furniture,0.07166
"""1845-11-29",canned_food,0.51639
"""1845-11-29",wool,1.22131
"""1845-11-29",timber,0.95270
"""1845-11-29",steel,0.72772
"""1845-11-29",cement,0.00537
"""1845-11-29",fertilizer,0.03378
"""1845-11-29",clipper_convoy,0.09012
"""1845-11-29",fish,0.12531
"""1845-11-29",coffee,1.74979
"""1845-11-29",regular_clothes,0.00433
"""1845-11-27",glass,0.00119
"""1845-11-27",lumber,8.40210
"""1845-11-27",tobacco,9.21100
"""1845-11-27",coffee,4.55759
"""1845-11-27",furniture,0.00391
"""1845-11-25",fish,1.01605
"""1845-11-23",canned_food,3.80994
"""1845-11-23",dye,0.73465
"""1845-11-23",wool,0.00009
"""1845-11-23",coal,0.00003
"""1845-11-23",sulphur,0.00003
"""1845-11-23",iron,6.61096
"""1845-11-23",precious_metal,15.11426
"""1845-11-23",cement,0.24979
